content;question;answer
"Timnas Voli Putri Indonesiaakan melakoni leg keduaSEA V League 2025di Vietnam. Berikut jadwal pertandingan Megawati Hangestri Pertiwi dan kawan-kawan.
Lawan pertama yang akan dihadapi Indonesia adalah Thailand, Jumat (8/8). Pada leg pertama, Srikandi Indonesia ini takluk dengan skor 1-3. Indonesia hanya bisa menang pada set pertama.
Karena itu pada pertemuan kedua ini Indonesia berusaha bangkit. Setelah akhir pekan lalu bertanding, chemistry pemain semakin membaik. Perlawanan keras akan coba diberikan.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Setelah itu pada Sabtu (9/8) malam, Indonesia akan berhadapan dengan tuan rumah Vietnam. Pada pertemuan leg pertama Indonesia kalah dalam tiga set langsung, skor 0-3.
Terakhir, Indonesia akan berhadapan dengan Filipina pada Minggu (10/8). Sama seperti laga melawan Thailand, Indonesia hanya mampu merebut satu set atau kalah 1-3.
Pelatih Timnas Voli Putri Indonesia Octavian berharap tim asuhannya bisa bangkit laga leg kedua ini. Performa lebih baik akan coba ditampilkan selama kejuaraan.
Pemain seperti Ersandrina Devega, Arsela Nuari, yang jadi andalan pada leg pertama akan dimaksimalkan. Kondisi Megawati juga diharapkan semakin membaik agar bisa tampil optimal.
Jumat, 8 Agustus 202516:00 WIB: Indonesia vs Thailand
Sabtu, 9 Agustus 202519:00 WIB: Vietnam vs Indonesia
Minggu, 10 Agustus 202516:00 WIB: Indonesia vs Filipina
[Gambas:Video CNN]";Apa harapan pelatih Octavian terkait performa timnas voli putri Indonesia?;Pelatih Octavian berharap timnya bisa bangkit dan menampilkan performa yang lebih baik di leg kedua.
"Timnas Putri Indonesia U-20langsung ditunggu lawan yang lebih berat usai sukses menahan imbang India pada Kualifikasi Piala Asia U-20 Wanita 2026 di Stadion Thuwunna, Myanmar, Rabu (6/8).
Timnas Putri U-20 memulai langkah dengan positif pada Grup D Kualifikasi Piala Asia U-20 Wanita 2026. Tim asuhan Akira Higashiyama itu berhasil menahan imbang India tanpa gol.
India merupakan salah satu tim unggulan di Grup D yang juga berisikan Indonesia, Myanmar, dan Turkmenistan. Timnas putri India U-20 pernah tiga kali lolos ke Piala Asia U-20, dan sukses melangkah hingga babak perempat final pada edisi 2004.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
""Ini adalah satu poin yang bisa kita raih bersama-sama sebagai tim. Tapi tentu saja, ini bukan target akhir kita. Kita masih punya dua pertandingan lagi, dan fokus kita sekarang adalah mempersiapkan dua laga ke depan dengan sebaik-baiknya,"" ujar Higashiyama usai pertandingan dalam rilis resmi PSSI.
Perjuangan Timnas Putri Indonesia U-20 untuk mencetak sejarah lolos ke Piala Asia U-20 untuk kali pertama masih akan menemui jalan terjal. Pasalnya, Tim Garuda Pertiwi akan menghadapi lawan yang lebih berat di pertandingan kedua, yakni tuan rumah Myanmar.
Duel Indonesia vs Myanmar pada Kualifikasi Piala Asia U-20 Wanita 2026 akan berlangsung di Stadion Thuwunna, Jumat (8/8). Kickoff pertandingan akan berlangsung mulai pukul 16.30 WIB.

Myanmar berhasil menang telak 6-1 atas Turkmenistan di pertandingan pertama. Selain itu, timnas putri Myanmar U-20 punya rekor yang cukup apik. Myanmar sudah empat kali lolos ke Piala Asia Wanita U-20, terakhir pada edisi 2019.
""Memang sebelumnya kami pernah menang lawan Myanmar, tapi kami ingin melupakan hasil itu. Myanmar yang sekarang adalah tim yang berbeda. Jadi, kami akan mempersiapkan diri lagi untuk menghadapi mereka sebagai tim yang baru,"" ucap Higashiyama.
Indonesia diwajibkan meraih kemenangan kontra Myanmar untuk menjaga peluang lolos ke putaran final Piala Asia U-20 Wanita 2026 dengan status juara grup.
[Gambas:Video CNN]";Di stadion mana pertandingan Kualifikasi Piala Asia U-20 Wanita 2026 antara Indonesia dan Myanmar akan berlangsung?;Pertandingan akan berlangsung di Stadion Thuwunna, Myanmar.
"Timnas Putri Indonesia U-20langsung ditunggu lawan yang lebih berat usai sukses menahan imbang India pada Kualifikasi Piala Asia U-20 Wanita 2026 di Stadion Thuwunna, Myanmar, Rabu (6/8).
Timnas Putri U-20 memulai langkah dengan positif pada Grup D Kualifikasi Piala Asia U-20 Wanita 2026. Tim asuhan Akira Higashiyama itu berhasil menahan imbang India tanpa gol.
India merupakan salah satu tim unggulan di Grup D yang juga berisikan Indonesia, Myanmar, dan Turkmenistan. Timnas putri India U-20 pernah tiga kali lolos ke Piala Asia U-20, dan sukses melangkah hingga babak perempat final pada edisi 2004.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
""Ini adalah satu poin yang bisa kita raih bersama-sama sebagai tim. Tapi tentu saja, ini bukan target akhir kita. Kita masih punya dua pertandingan lagi, dan fokus kita sekarang adalah mempersiapkan dua laga ke depan dengan sebaik-baiknya,"" ujar Higashiyama usai pertandingan dalam rilis resmi PSSI.
Perjuangan Timnas Putri Indonesia U-20 untuk mencetak sejarah lolos ke Piala Asia U-20 untuk kali pertama masih akan menemui jalan terjal. Pasalnya, Tim Garuda Pertiwi akan menghadapi lawan yang lebih berat di pertandingan kedua, yakni tuan rumah Myanmar.
Duel Indonesia vs Myanmar pada Kualifikasi Piala Asia U-20 Wanita 2026 akan berlangsung di Stadion Thuwunna, Jumat (8/8). Kickoff pertandingan akan berlangsung mulai pukul 16.30 WIB.

Myanmar berhasil menang telak 6-1 atas Turkmenistan di pertandingan pertama. Selain itu, timnas putri Myanmar U-20 punya rekor yang cukup apik. Myanmar sudah empat kali lolos ke Piala Asia Wanita U-20, terakhir pada edisi 2019.
""Memang sebelumnya kami pernah menang lawan Myanmar, tapi kami ingin melupakan hasil itu. Myanmar yang sekarang adalah tim yang berbeda. Jadi, kami akan mempersiapkan diri lagi untuk menghadapi mereka sebagai tim yang baru,"" ucap Higashiyama.
Indonesia diwajibkan meraih kemenangan kontra Myanmar untuk menjaga peluang lolos ke putaran final Piala Asia U-20 Wanita 2026 dengan status juara grup.
[Gambas:Video CNN]";Apa target utama Timnas Putri Indonesia U-20 dalam kualifikasi ini menurut pelatih Akira Higashiyama?;Target utama adalah mempersiapkan dua laga ke depan sebaik mungkin, bukan hanya meraih satu poin.
"Son Heung Minresmi bergabung denganLos Angeles FCsetelah menghabiskan satu dekade bersama Tottenham Hotspur.
LAFC mengeluarkan dana sekitar US$26,5 juta atau Rp424 miliar, menjadikannya pemain termahal dalam sejarah Major League Soccer.
Penyerang berusia 33 tahun itu menandatangani kontrak hingga 2027, dengan opsi perpanjangan hingga 2029.
";Klub mana yang baru saja direkrut Son Heung-min?;Son Heung-min bergabung dengan Los Angeles FC setelah bermain untuk Tottenham Hotspur.
"Son Heung Minresmi bergabung denganLos Angeles FCsetelah menghabiskan satu dekade bersama Tottenham Hotspur.
LAFC mengeluarkan dana sekitar US$26,5 juta atau Rp424 miliar, menjadikannya pemain termahal dalam sejarah Major League Soccer.
Penyerang berusia 33 tahun itu menandatangani kontrak hingga 2027, dengan opsi perpanjangan hingga 2029.
";Berapa biaya yang dikeluarkan LAFC untuk merekrut Son Heung-min?;LAFC mengeluarkan sekitar US$26,5 juta atau Rp424 miliar untuk merekrut sang pemain.
"Namanya memang tak setenarBambang Pamungkas, Kurniawan Dwi Yulianto, atau Budi Sudarsono, tetapiHendri Susilopunya kharisma tersendiri.
Kini, di Super League 2025/2026, Hendri jadi satu-satunya pelatih lokal di antara 17 pelatih asing. Keputusan Malut United mengontraknya, setelah mendepak Imran Nahumarury, cukup mengejutkan.
Tak banyak yang menyangka Hendri akan menjadi pilihan Malut. Pasalnya, dalam lima musim terakhir, Hendri gonta-ganti klub. Bahkan, Hendri sering dipecat di tengah musim berjalan.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT

Musim lalu misalnya, Hendri dipecat Semen Padang FC pada awal musim, 13 September 2024, seusai kalah dari Malut United. Hendri hanya bertahan empat pekan di Liga 1 2024/2025.
Tak sampai sebulan, Hendri dipinang Sriwijaya FC, klub yang diselamatkan dari degradasi dalam Liga 2 2023/2024. Hendri 'balik kucing' dengan Sriwijaya setelah berpisah dengan Jafri Sastra.
Dalam dunia kepelatihan, nama Hendri memang tak terlalu beken, tetapi menjanjikan kualitas. Ia adalah salah satu kunci Persiraja Banda Aceh promosi ke Liga 1 pada 2020.

Dunia kepelatihan Hendri dimulai sejak awal abad milenium. Pada 2005, Hendri ditunjuk PSSI menjadi pelatih Timnas Indonesia U-17. Jabatan ini ia emban hingga 2007.
Tahun berikutnya Hendri dikontrak DKI Jakarta untuk menangani tim Pekan Olahraga Nasional (PON). Pencapaian Hendri dalam ajang ini adalah semifinal dan gagal ke final usai dikalahkan Papua.
Selepas PON, Hendri dikontrak Persisam Putra Samarinda (kini menjadi Bali United). Ini adalah pengalaman pertamanya melatih klub profesional. Kerja sama ini bertahan hingga 2011.
Setelah itu Hendri menjadi asisten Benny Dolo di Persija Jakarta pada 2013-2014. Hendri juga ikut ke Sriwijaya FC saat Bendol, sapaan akrab mendiang Benny, ke klub asal Palembang tersebut pada 2014.
Hubungan Hendri dengan Benny memang dekat. Benny adalah pelatih yang mendatangkannya dari PSP Padang ke Pelita Jaya pada 1986. Ditangani Benny, Hendri bertransformasi menjadi striker tajam.
Karena ketajamannya itu Hendri dipanggil ke Timnas Indonesia pada periode 1991-1993. Salah satu ajang yang diikuti Hendri bersama Garuda adalah Piala Presiden Korea Selatan 1991.
Selepas Benny pensiun pada 2016, Hendri memulai jalan ninjanya sendiri. Ia menangani PS Sumbawa Barat pada 2016-2017, lantas ke PSPS Riau selama 2017 hingga 2018.
Dan, pada 2019, ia dipinang Persiraja. Nama Hendri mulai dipertimbangkan pada musim ini, setelah membawa Persiraja promosi. Karena itu banyak klub yang memburu jasanya dari musim ke musim.
Jika dihitung, total sudah dua dekade Hendri menjadi pelatih, 2005 hingga 2025. Selama 20 tahun itu tak pernah pria kelahiran Bukittinggi, Sumatera Barat, 11 Desember 1965 ini menganggur.
Bisakah Hendri bertahan dalam persaingan keras Super League 2025/2026? Yang pasti, Hendri harus berjuang keras agar Malut United bertahan di papan atas. Jika tidak, kinerjanya akan dibandingkan dengan Imran.

[Gambas:Video CNN]";Kapan Hendri Susilo pertama kali ditunjuk menjadi pelatih Timnas Indonesia U-17?;Hendri Susilo ditunjuk sebagai pelatih Timnas Indonesia U-17 pada tahun 2005.
"Namanya memang tak setenarBambang Pamungkas, Kurniawan Dwi Yulianto, atau Budi Sudarsono, tetapiHendri Susilopunya kharisma tersendiri.
Kini, di Super League 2025/2026, Hendri jadi satu-satunya pelatih lokal di antara 17 pelatih asing. Keputusan Malut United mengontraknya, setelah mendepak Imran Nahumarury, cukup mengejutkan.
Tak banyak yang menyangka Hendri akan menjadi pilihan Malut. Pasalnya, dalam lima musim terakhir, Hendri gonta-ganti klub. Bahkan, Hendri sering dipecat di tengah musim berjalan.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT

Musim lalu misalnya, Hendri dipecat Semen Padang FC pada awal musim, 13 September 2024, seusai kalah dari Malut United. Hendri hanya bertahan empat pekan di Liga 1 2024/2025.
Tak sampai sebulan, Hendri dipinang Sriwijaya FC, klub yang diselamatkan dari degradasi dalam Liga 2 2023/2024. Hendri 'balik kucing' dengan Sriwijaya setelah berpisah dengan Jafri Sastra.
Dalam dunia kepelatihan, nama Hendri memang tak terlalu beken, tetapi menjanjikan kualitas. Ia adalah salah satu kunci Persiraja Banda Aceh promosi ke Liga 1 pada 2020.

Dunia kepelatihan Hendri dimulai sejak awal abad milenium. Pada 2005, Hendri ditunjuk PSSI menjadi pelatih Timnas Indonesia U-17. Jabatan ini ia emban hingga 2007.
Tahun berikutnya Hendri dikontrak DKI Jakarta untuk menangani tim Pekan Olahraga Nasional (PON). Pencapaian Hendri dalam ajang ini adalah semifinal dan gagal ke final usai dikalahkan Papua.
Selepas PON, Hendri dikontrak Persisam Putra Samarinda (kini menjadi Bali United). Ini adalah pengalaman pertamanya melatih klub profesional. Kerja sama ini bertahan hingga 2011.
Setelah itu Hendri menjadi asisten Benny Dolo di Persija Jakarta pada 2013-2014. Hendri juga ikut ke Sriwijaya FC saat Bendol, sapaan akrab mendiang Benny, ke klub asal Palembang tersebut pada 2014.
Hubungan Hendri dengan Benny memang dekat. Benny adalah pelatih yang mendatangkannya dari PSP Padang ke Pelita Jaya pada 1986. Ditangani Benny, Hendri bertransformasi menjadi striker tajam.
Karena ketajamannya itu Hendri dipanggil ke Timnas Indonesia pada periode 1991-1993. Salah satu ajang yang diikuti Hendri bersama Garuda adalah Piala Presiden Korea Selatan 1991.
Selepas Benny pensiun pada 2016, Hendri memulai jalan ninjanya sendiri. Ia menangani PS Sumbawa Barat pada 2016-2017, lantas ke PSPS Riau selama 2017 hingga 2018.
Dan, pada 2019, ia dipinang Persiraja. Nama Hendri mulai dipertimbangkan pada musim ini, setelah membawa Persiraja promosi. Karena itu banyak klub yang memburu jasanya dari musim ke musim.
Jika dihitung, total sudah dua dekade Hendri menjadi pelatih, 2005 hingga 2025. Selama 20 tahun itu tak pernah pria kelahiran Bukittinggi, Sumatera Barat, 11 Desember 1965 ini menganggur.
Bisakah Hendri bertahan dalam persaingan keras Super League 2025/2026? Yang pasti, Hendri harus berjuang keras agar Malut United bertahan di papan atas. Jika tidak, kinerjanya akan dibandingkan dengan Imran.

[Gambas:Video CNN]";Mengapa perekrutan Hendri Susilo oleh Malut United menjadi hal yang mengejutkan?;Hendri sering berpindah klub dalam lima musim terakhir dan sering dipecat di tengah musim.
"Inter Miamimengemas kemenangan 3-1 atas Pumas UNAM dalam lanjutan Leagues Cup 2025 di Stadion Chase, Fort Lauderdale, Florida, Kamis (7/8) pagi.
Lionel Messi tidak main dalam laga ini. Bahkan La Pulga juga tidak ada dalam daftar pemain cadangan. Pelatih Javier Mascherano menyatakan sang megabintang absen karena ada cedera minor.
Tanpa Messi, Inter Miami bisa mengalahkan Pumas UNAM. Gol-gol skuad The Herons berasal dari rekan-rekan Messi seperti Luis Suarez dan Rodrigo De Paul.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Inter Miami tertinggal lebih dulu. Pumas UNAM mencetak gol pada menit ke-32 melalui Jorge Ruvalcaba yang mendapat umpan apik dari Pedro Vite.
Skor kemudian menjadi 1-1 pada pengujung babak pertama. Kegagalan pemain bertahan Pumas UNAM menghalau umpan Luis Suarez berujung gol Rodrigo De Paul.
Memasuki babak kedua Inter Miami berbalik unggul 2-1 setelah Suarez sukses melakukan eksekusi penalti pada menit ke-59.
Keunggulan Inter Miami bertambah setelah Tadeo Allende sukses mengonversi assist Suarez pada menit ke-69.
Skor 3-1 membuat Inter Miami mengemas tiga poin dan berada di puncak klasemen babak penyisihan Leagues Cup zona MLS.
Leagues Cup merupakan liga mini yang diikuti 18 klub dari liga sepak bola Amerika Serikat (MLS) dan 18 klub dariliga sepak bola Meksiko (Liga MX).
Masing-masing klub akan bermain tiga kali pada babak penyisihan menghadapi lawan yang telah ditentukan. Dalam tiga pertandingan itu klub MLS akan bertemu klub Liga MX, begitu pula sebaliknya.
Klasemen pada Leagues Cup dipisah berdasarkan asal klub sehingga ada dua grup yakni klasemen grup MLS dan Liga MX.Empat klub terbaik dari MLS dan Liga MX akan melaju ke babak perempat final. Kelak pada babak perempat final akan bertemu kembali klub-klub dari AS dan Meksiko.
Inter Miami yang sudah mengoleksi total delapan poin dari tiga kemenangan, dua kemenangan normal dan satu kemenangan adu penalti, dipastikan lolos ke babak perempat final.

[Gambas:Video CNN]
";Mengapa Lionel Messi tidak bermain dalam pertandingan Inter Miami melawan Pumas UNAM?;Lionel Messi absen karena mengalami cedera minor, sehingga tidak masuk dalam daftar pemain inti maupun cadangan.
"Inter Miamimengemas kemenangan 3-1 atas Pumas UNAM dalam lanjutan Leagues Cup 2025 di Stadion Chase, Fort Lauderdale, Florida, Kamis (7/8) pagi.
Lionel Messi tidak main dalam laga ini. Bahkan La Pulga juga tidak ada dalam daftar pemain cadangan. Pelatih Javier Mascherano menyatakan sang megabintang absen karena ada cedera minor.
Tanpa Messi, Inter Miami bisa mengalahkan Pumas UNAM. Gol-gol skuad The Herons berasal dari rekan-rekan Messi seperti Luis Suarez dan Rodrigo De Paul.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Inter Miami tertinggal lebih dulu. Pumas UNAM mencetak gol pada menit ke-32 melalui Jorge Ruvalcaba yang mendapat umpan apik dari Pedro Vite.
Skor kemudian menjadi 1-1 pada pengujung babak pertama. Kegagalan pemain bertahan Pumas UNAM menghalau umpan Luis Suarez berujung gol Rodrigo De Paul.
Memasuki babak kedua Inter Miami berbalik unggul 2-1 setelah Suarez sukses melakukan eksekusi penalti pada menit ke-59.
Keunggulan Inter Miami bertambah setelah Tadeo Allende sukses mengonversi assist Suarez pada menit ke-69.
Skor 3-1 membuat Inter Miami mengemas tiga poin dan berada di puncak klasemen babak penyisihan Leagues Cup zona MLS.
Leagues Cup merupakan liga mini yang diikuti 18 klub dari liga sepak bola Amerika Serikat (MLS) dan 18 klub dariliga sepak bola Meksiko (Liga MX).
Masing-masing klub akan bermain tiga kali pada babak penyisihan menghadapi lawan yang telah ditentukan. Dalam tiga pertandingan itu klub MLS akan bertemu klub Liga MX, begitu pula sebaliknya.
Klasemen pada Leagues Cup dipisah berdasarkan asal klub sehingga ada dua grup yakni klasemen grup MLS dan Liga MX.Empat klub terbaik dari MLS dan Liga MX akan melaju ke babak perempat final. Kelak pada babak perempat final akan bertemu kembali klub-klub dari AS dan Meksiko.
Inter Miami yang sudah mengoleksi total delapan poin dari tiga kemenangan, dua kemenangan normal dan satu kemenangan adu penalti, dipastikan lolos ke babak perempat final.

[Gambas:Video CNN]
";Berapa banyak poin yang sudah dikoleksi Inter Miami di Leagues Cup?;Inter Miami mengoleksi total delapan poin dari tiga kemenangan, termasuk satu kemenangan melalui adu penalti.
"Asosiasi Pemain Profesional Indonesia (APPI) menyebut ada empat klub pesertaSuper LeagueatauLiga 1yang menunggak gaji pemain.
Wakil Ketua APPI, Achmad Jufriyanto, menyampaikan hal tersebut dalam jumpa pers National Dispute Resolutions Chambers (NDRC) di Jakarta, Rabu (6/8).
Jufriyanto tidak mau menyebutkan klub-klub yang mengalami masalah penunggakan gaji ke pemain. Pemain Persib Bandung itu tidak membeberkan nama klub lantaran saat ini masih dalam tahap penyelesaian secara baik-baik.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT

""Untuk kasus di Liga 1 [Super League] yang sudah ada di kita [APPI] itu tiga sedang korespondensi, satu tim sudah diproses di NDRC dengan total pembayaran yang belum selesai Rp4,3 miliar,"" kata Jufriyanto.
""Ada empat tim, tiga plus satu. Tiga masih dalam korespondensi, satu masih dalam proses NDRC. Itu pemainnya ada 15 dari empat tim,"" ucap mantan pemain Timnas Indonesia itu menambahkan.
Liga 1 atau yang mulai musim ini bernama Super League akan dimulai pada Jumat (8/8).
Tak hanya klub kasta tertinggi, klub kasta kedua masih ada yang menunggak gaji pemainnya. Jumlahnya memang lebih kecil, tetapi untuk level Liga 2, ini terbilang sangat tinggi.
""Untuk di Liga 2 ada dua tim yang korespondensi dengan kita, tujuh tim sudah dalam proses NDRC dengan total pembayaran yang belum selesai sekitar Rp3,6 miliar,"" ujar Jufriyanto.
Berikutnya, dari Liga 3 ada dua tim yang masih disurati APPI untuk menyelesaikan tunggakan gaji pemain, dan ada empat tim yang berperkara di NDRC. Total tunggakan di Liga 3 mencapai Rp2,5 miliar.
[Gambas:Video CNN]";Menurut APPI, ada berapa klub Liga 1 atau Super League yang menunggak gaji pemain?;Ada empat klub peserta Liga 1 atau Super League yang menunggak gaji pemain, menurut APPI.
"Asosiasi Pemain Profesional Indonesia (APPI) menyebut ada empat klub pesertaSuper LeagueatauLiga 1yang menunggak gaji pemain.
Wakil Ketua APPI, Achmad Jufriyanto, menyampaikan hal tersebut dalam jumpa pers National Dispute Resolutions Chambers (NDRC) di Jakarta, Rabu (6/8).
Jufriyanto tidak mau menyebutkan klub-klub yang mengalami masalah penunggakan gaji ke pemain. Pemain Persib Bandung itu tidak membeberkan nama klub lantaran saat ini masih dalam tahap penyelesaian secara baik-baik.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT

""Untuk kasus di Liga 1 [Super League] yang sudah ada di kita [APPI] itu tiga sedang korespondensi, satu tim sudah diproses di NDRC dengan total pembayaran yang belum selesai Rp4,3 miliar,"" kata Jufriyanto.
""Ada empat tim, tiga plus satu. Tiga masih dalam korespondensi, satu masih dalam proses NDRC. Itu pemainnya ada 15 dari empat tim,"" ucap mantan pemain Timnas Indonesia itu menambahkan.
Liga 1 atau yang mulai musim ini bernama Super League akan dimulai pada Jumat (8/8).
Tak hanya klub kasta tertinggi, klub kasta kedua masih ada yang menunggak gaji pemainnya. Jumlahnya memang lebih kecil, tetapi untuk level Liga 2, ini terbilang sangat tinggi.
""Untuk di Liga 2 ada dua tim yang korespondensi dengan kita, tujuh tim sudah dalam proses NDRC dengan total pembayaran yang belum selesai sekitar Rp3,6 miliar,"" ujar Jufriyanto.
Berikutnya, dari Liga 3 ada dua tim yang masih disurati APPI untuk menyelesaikan tunggakan gaji pemain, dan ada empat tim yang berperkara di NDRC. Total tunggakan di Liga 3 mencapai Rp2,5 miliar.
[Gambas:Video CNN]";Berapa total pembayaran yang belum selesai untuk klub Liga 1 yang sedang diproses di NDRC?;Total pembayaran yang belum selesai untuk klub Liga 1 yang diproses NDRC adalah Rp4,3 miliar.
"Dalam keributan yang terjadi di tengah pertandinganReal BetisvsComoterjadi insiden pemain memukul rekan satu tim sendiri.
Laga uji tanding pramusim antara Real Betis dan Como diwarnai aksi pukul-pukulan dari kedua belah pihak.
Insiden dalam pertandingan pramusim di Stadion Municipal de La Linea de la Concepcion, Kamis (7/8) dini hari, terjadi pada saat turun minum.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Semula terlihat Pablo Fornals dan Maximo Perrone saling berbicara. Sejurus kemudian keduanya saling dorong dan bertukar pukulan.
Melihat kejadian itu pemain-pemain dari kedua kesebelasan panas dan saling baku hantam. Di antaranya adalah Marc Kempf membalas menyerang Fornals dan Natan memegang Perrone.
Saat Natan memegang Perrone, pemain Como Edoardo Goldaniga langsung mendekatinya dan mencoba mencengkeram leher Natan. Pemain Betis lainnya Cucho Hernandez kemudian merespons dengan melayangkan pukulan.
[Gambas:Instagram]
Tinju Hernandez terlihat mengenai Natan yang merupakan rekan satu timnya. Hernandez kemudian langsung dilerai oleh rekan satu timnya dan pemain Como. Begitu pula Natan yang kemudian ditahan pemain Como dan Betis.
Insiden keributan terjadi tak lebih dari satu menit, tetapi langsung menaikkan 'suhu' pertandingan.
Beruntung tak semua pemain dan ofisial ikut panas. Situasi kemudian berangsur reda dan wasit kemudian mengeluarkan kartu merah untuk dua pemain, masing-masing kepada pemain Betis, Hector Bellerrin dan pemain Como, Perrone.
Pertandingan berakhir dengan skor 3-2 untuk Como. Klub berjuluk I Lariani sempat unggul dua gol lebih dulu pada babak pertama melalui gol Assane Diao dan Lucas da Cunha.
Betis menyamakan kedudukan pada babak kedua via gol yang dibukukan Isco dan Junior Firpo pada babak kedua. Menjelang laga berakhir Ivar Monzon mencetak gol kemenangan Como.

[Gambas:Video CNN]";Insiden keributan dalam pertandingan Real Betis vs Como terjadi pada waktu apa?;Insiden tersebut terjadi saat turun minum, tepatnya pada saat babak pertama berakhir.
"Dalam keributan yang terjadi di tengah pertandinganReal BetisvsComoterjadi insiden pemain memukul rekan satu tim sendiri.
Laga uji tanding pramusim antara Real Betis dan Como diwarnai aksi pukul-pukulan dari kedua belah pihak.
Insiden dalam pertandingan pramusim di Stadion Municipal de La Linea de la Concepcion, Kamis (7/8) dini hari, terjadi pada saat turun minum.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Semula terlihat Pablo Fornals dan Maximo Perrone saling berbicara. Sejurus kemudian keduanya saling dorong dan bertukar pukulan.
Melihat kejadian itu pemain-pemain dari kedua kesebelasan panas dan saling baku hantam. Di antaranya adalah Marc Kempf membalas menyerang Fornals dan Natan memegang Perrone.
Saat Natan memegang Perrone, pemain Como Edoardo Goldaniga langsung mendekatinya dan mencoba mencengkeram leher Natan. Pemain Betis lainnya Cucho Hernandez kemudian merespons dengan melayangkan pukulan.
[Gambas:Instagram]
Tinju Hernandez terlihat mengenai Natan yang merupakan rekan satu timnya. Hernandez kemudian langsung dilerai oleh rekan satu timnya dan pemain Como. Begitu pula Natan yang kemudian ditahan pemain Como dan Betis.
Insiden keributan terjadi tak lebih dari satu menit, tetapi langsung menaikkan 'suhu' pertandingan.
Beruntung tak semua pemain dan ofisial ikut panas. Situasi kemudian berangsur reda dan wasit kemudian mengeluarkan kartu merah untuk dua pemain, masing-masing kepada pemain Betis, Hector Bellerrin dan pemain Como, Perrone.
Pertandingan berakhir dengan skor 3-2 untuk Como. Klub berjuluk I Lariani sempat unggul dua gol lebih dulu pada babak pertama melalui gol Assane Diao dan Lucas da Cunha.
Betis menyamakan kedudukan pada babak kedua via gol yang dibukukan Isco dan Junior Firpo pada babak kedua. Menjelang laga berakhir Ivar Monzon mencetak gol kemenangan Como.

[Gambas:Video CNN]";Siapa saja pemain yang menerima kartu merah akibat keributan dalam pertandingan tersebut?;Hector Bellerrin dari Betis dan Maximo Perrone dari Como menerima kartu merah.
"Timnas Voli Putri Indonesia U-21akan menjalani laga pertama dalamKejuaraan Dunia Voli Putri U-21 2025dengan menghadapi Vietnam. Berikut jadwal siaran langsung Indonesia vs Vietnam.
Timnas Voli Putri Indonesia U-21 tergabung di Grup A bersama lima negara lain, Argentina, Kanada, Serbia, Puerto Rico, dan Vietnam.
Pertandingan pertama skuad Garuda Pertiwi akan berlangsung pada hari ini di Jawa Pos Arena, Surabaya, Kamis (7/8) pukul 19.00 WIB.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Jadwal siaran langsung Indonesia vs Vietnam di Kejuaraan Dunia Voli Putri U-21 2025 dapat ditonton di stasiun televisi Moji. Sementara live streaming bisa disaksikan melalui Vidio.com.
Timnas Voli Putri Indonesia U-21 diperkuat sederet pemain-pemain yang sudah memiliki jam terbang di pentas Proliga seperti Junaida Santi, Pascalina Mahuze, Chelsa Berliana Nurtomo, Azzahra Dwi Febyaane, Maradanti Namira, dan Indah Guretno.
Timnas junior ini dilatih Marcos Sugiyama yang diasisteni Pedro Lilipaly dan Agus Irawan.
Demi meraih tiket ke babak 16 besar, Indonesia harus menempati posisi empat besar. Jika berada di posisi lima dan enam pada klasemen akhir, maka tim Merah Putih hanya akan mengikuti pertandingan klasifikasi di luar zona 16 besar.
Timnas Voli Putri U-21 sudah melakukan persiapan sejak jauh-jauh hari. Laga persiapan terakhir berlangsung pada pekan lalu dalam uji coba menghadapi tiga tim termasuk Timnas Voli Putri senior.
Jawa Pos Arena, Surabaya, Jawa Timur / Kamis (7/8) pukul 19.00 WIB / Moji TV

[Gambas:Video CNN]";Di stadion mana pertandingan pertama Timnas Voli Putri Indonesia U-21 berlangsung?;Pertandingan pertama berlangsung di Jawa Pos Arena, Surabaya.
